"name","player","pos","team","overallRank","pick","positionRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_nf","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","risk","cost_yahoo","costProjected_yahoo","costAvg_yahoo","costMax_yahoo","adp_yahoo","cost_espn","adp_espn","cost_fp","adp_fp","adp_ffc","adpSD_ffc","avgCost","inflatedCost"
"MICHAELPALMER","Michael Palmer","TE","PIT",591,NA,118,2.20367398332183,NA,NA,NA,NA,NA,4.4375,NA,NA,NA,NA,0.75,1.25,NA,NA,NA,NA,NA,1.2875,2.20367398332183,-115.736239129738,NA,2.00032549434669,2.32923639612584,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"PATRICKEDWARDS","Patrick Edwards","WR",NA,592,NA,230,2.14,-0.36,NA,NA,-0.36,NA,NA,NA,-0.36,-0.36,-0.36,-0.36,4.64,NA,NA,-0.36,NA,NA,2.14,2.14,-140.641169011837,NA,1.76776695296637,2.28671137890233,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"RICHARDQUINN","Richard Quinn","TE","NO",593,NA,119,2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.125,NA,NA,NA,NA,NA,NA,2.125,2.125,-115.81491311306,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"LONNIEPRYOR","Lonnie Pryor","RB","TB",594,NA,176,2.085,NA,NA,3.525,NA,NA,2.655,NA,NA,NA,NA,0.475,1.325,NA,NA,NA,NA,NA,1.995,2.085,-118.425522257984,NA,1.35840592853045,2.21185674440278,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"COREYFULLER","Corey Fuller","WR","DET",595,NA,231,2.01875,NA,NA,NA,NA,NA,4.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01875,2.01875,-140.762419011837,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"KASSIMOSGOOD","Kassim Osgood","WR","SF",595,NA,231,2.01875,NA,NA,NA,NA,NA,4.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01875,2.01875,-140.762419011837,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ACLEONARD","A.C. Leonard","TE","MIN",597,NA,120,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,2,-115.93991311306,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MATTHAZEL","Matt Hazel","WR","MIA",598,NA,233,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,NA,NA,NA,NA,NA,NA,1.875,1.875,-140.906169011837,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"WESTONDRESSLER","Weston Dressler","WR","KC",598,NA,233,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.75,1.875,NA,NA,NA,NA,NA,7.20833333333333,1.875,-140.906169011837,NA,12.6395337137095,4.27469283942641,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JAMESWILDER","James Wilder Jr","RB","CIN",600,NA,177,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.625,1.075,NA,NA,NA,NA,NA,NA,1.85,1.85,-118.660522257984,NA,1.09601551083915,2.1638767520732,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MATTHEWMULLIGAN","Matthew Mulligan","TE","CHI",601,NA,121,1.83062906027434,NA,NA,NA,NA,NA,5.0625,1.5,NA,NA,NA,1.875,1.25,NA,NA,NA,NA,NA,1.61458333333333,1.83062906027434,-116.109284052786,NA,1.77905566593629,2.28877560200343,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"TJYATES","T.J. Yates","QB","ATL",602,NA,70,1.79000221690561,0.83,NA,NA,-0.21,NA,NA,-4.64,0.87,2.79,0.99,-0.21,-0.21,NA,NA,-0.21,NA,NA,0.105,1.79000221690561,-243.90290815818,NA,1.99737327507905,2.32869656140526,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"TYLERTHIGPEN","Tyler Thigpen","QB","BUF",603,NA,71,1.715,3.46,NA,NA,-0.03,NA,NA,NA,-0.03,-0.03,-0.03,-0.03,-0.03,NA,NA,-0.03,NA,NA,1.715,1.715,-243.977910375086,NA,1.23390133317053,2.18909017547497,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"LUKEMCCOWN","Luke McCown","QB","NO",604,NA,72,1.67516397850648,1.39,NA,NA,NA,NA,NA,NA,NA,4.52,1.2,2.04,NA,NA,NA,NA,NA,NA,1.30714285714286,1.67516397850648,-244.017746396579,NA,1.53117329739865,2.24344851176241,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"WILLIESNEAD","Willie Snead","WR","CLE",605,NA,235,1.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.125,NA,NA,NA,NA,NA,NA,NA,1.5625,1.5625,-141.218669011837,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"EMILIGWENAGU","Emil Igwenagu","TE","PHI",606,NA,122,1.55,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1.55,-116.38991311306,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MICHAELHILL","Michael Hill","RB","GB",607,NA,178,1.5,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,1.96666666666667,1.5,-119.010522257984,NA,2.05060966544099,2.33843122177775,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"TEDBOLSER","Ted Bolser","TE","WAS",607,NA,123,1.5,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,-116.43991311306,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BRANDONBARDEN","Brandon Barden","TE","JAX",609,NA,124,1.25000614429253,NA,NA,NA,-1.5,NA,3.85,-2.375,-1.5,-1.5,4.75,1.25,-0.875,NA,NA,-1.5,NA,NA,1.32,1.25000614429253,-116.689906968768,NA,2.60561293173027,2.4399175972855,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DCJEFFERSON","D.C. Jefferson","TE",NA,610,NA,125,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,1.25,1.25,-116.68991311306,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JOSHBELLAMY","Josh Bellamy","WR","CHI",610,NA,236,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,1.25,1.25,-141.531169011837,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"ZACHLINE","Zach Line","RB","MIN",610,NA,179,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,2.75,NA,NA,NA,NA,NA,NA,1.33333333333333,1.25,-119.260522257984,NA,1.06066017177982,2.15741177171377,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"ROBBLANCHFLOWER","Rob Blanchflower","TE","PIT",613,NA,126,1.1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,1.125,NA,NA,NA,NA,NA,NA,1.1875,1.1875,-116.75241311306,NA,0.0883883476483184,1.9796248118295,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JERONMASTRUD","Jeron Mastrud","TE","CHI",614,NA,127,1.06412153715837,1.52,NA,NA,-0.03,NA,NA,NA,-0.03,-0.03,-0.03,1.095,0.845,NA,NA,-0.03,NA,NA,0.8575,1.06412153715837,-116.875791575902,NA,0.639021294078464,2.0803120426308,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"TOMMYSTREETER","Tommy Streeter","WR","TB",615,NA,237,1,NA,NA,NA,NA,NA,7.125,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,3.24166666666667,1,-141.781169011837,NA,3.19965818486913,2.54854308345916,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"ROBERTHUGHES","Robert Hughes","RB",NA,616,NA,180,0.9525,NA,NA,NA,NA,NA,3.0675,NA,NA,NA,NA,NA,8.125,NA,NA,NA,NA,NA,2.798125,0.9525,-119.558022257984,NA,3.57619254585096,2.61739512428707,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JAMARNEWSOME","Jamar Newsome","WR","KC",617,NA,238,0.9375,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,1.875,NA,NA,NA,NA,NA,2.34375,0.9375,-141.843669011837,NA,3.97747564417433,2.69077265136657,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JAMESWRIGHT","James Wright","WR","CIN",617,NA,238,0.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.875,NA,NA,NA,NA,NA,0.9375,0.9375,-141.843669011837,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"RYANMALLETT","Ryan Mallett","QB","NE",619,NA,73,0.90797237795453,0.32,NA,NA,NA,NA,0.47,0.28,0.68,NA,1.2,5.88,NA,NA,NA,NA,NA,NA,1.10375,0.90797237795453,-244.784937997131,NA,2.18557467652484,2.36311055364338,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"REXBURKHEAD","Rex Burkhead","RB","CIN",620,NA,181,0.869506025412299,NA,NA,NA,NA,NA,NA,0.125,NA,NA,NA,1.05,2.75,NA,NA,NA,NA,NA,0.98125,0.869506025412299,-119.641016232572,NA,1.33143093449617,2.20692417095653,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"CHASEREYNOLDS","Chase Reynolds","RB","STL",621,NA,182,0.625,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,0.625,0.625,-119.885522257984,NA,0.176776695296637,1.99578726272807,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"CHRISHARPER","Chris Harper","WR","GB",621,NA,240,0.625,NA,NA,NA,NA,NA,NA,NA,NA,9.375,NA,NA,1.25,NA,NA,NA,NA,NA,2.65625,0.625,-142.156169011837,NA,5.7452425971407,3.01402166933797,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MARCELJENSEN","Marcel Jensen","TE","JAX",621,NA,128,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA,0.625,0.625,-117.31491311306,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"TAURENPOOLE","Tauren Poole","RB","PIT",624,NA,183,0.575,NA,NA,NA,-3,NA,NA,0.575,-3,-3,-3,-3,-3,NA,NA,-3,NA,NA,0.575,0.575,-119.935522257984,NA,1.26395337137095,2.19458540878048,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"KERWYNNWILLIAMS","Kerwynn Williams","RB","SD",625,NA,184,0.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.125,NA,NA,NA,NA,NA,0.5625,0.5625,-119.948022257984,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"TAYLORYATES","Taylor Yates","QB","ATL",626,NA,74,0.54,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.54,-245.152910375086,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"WILLIAMPOWELL","William Powell","RB","HOU",627,NA,185,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1.125,NA,NA,NA,NA,NA,1.04166666666667,0.5,-120.010522257984,NA,0.618718433538229,2.07659951722092,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"CHRISGRONKOWSKI","Chris Gronkowski","RB","SD",628,NA,186,0.435,0.435,NA,NA,-0.06,NA,NA,NA,-0.06,-0.06,-0.06,-0.06,-0.06,NA,NA,-0.06,NA,NA,0.435,0.435,-120.075522257984,NA,0.175008928343671,1.9954640137101,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JONVAUGHN","Jon Vaughn","RB",NA,629,NA,187,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,0.4,0.4,-120.110522257984,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MIKEGOODSON","Mike Goodson","RB",NA,629,NA,187,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,32.5,NA,NA,NA,8.325,0.4,-120.110522257984,NA,22.4152849636136,6.06225990880823,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ERIKSWOOPE","Erik Swoope","TE","IND",631,NA,129,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,0.375,0.375,-117.56491311306,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JAKEBALLARD","Jake Ballard","TE","ARI",632,NA,130,0.3125,NA,NA,NA,NA,NA,22.425,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA,5.7625,0.3125,-117.62741311306,NA,15.4149278298667,4.78219379764151,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"MICHAELWILLIAMS","Michael Williams","TE","DET",632,NA,130,0.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA,0.3125,0.3125,-117.62741311306,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"NATHANOVERBAY","Nathan Overbay","TE","DET",632,NA,130,0.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA,0.3125,0.3125,-117.62741311306,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JAMIZEOLAWALE","Jamize Olawale","RB","OAK",635,NA,189,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0.3,NA,NA,NA,NA,NA,NA,1.6,0.3,-120.210522257984,NA,2.9698484809835,2.50652071112288,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"KIEROSMALL","Kiero Small","RB","SEA",635,NA,189,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.5,NA,NA,NA,NA,NA,0.3,0.3,-120.210522257984,NA,0.282842712474619,2.01518220380636,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"STEPHENHOUSTON","Stephen Houston","RB","PIT",635,NA,189,0.3,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,-120.210522257984,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MARCMARIANI","Marc Mariani","WR","TEN",638,NA,241,0.295129743121666,NA,NA,NA,-1.5,NA,3.475,-2.125,-1.5,-1.5,-1.5,-0.625,0.375,NA,NA,-1.5,NA,NA,-0.0800000000000001,0.295129743121666,-142.486039268715,NA,1.72559369815467,2.2789996931625,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MARCUSEASLEY","Marcus Easley","WR","BUF",639,NA,242,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1.25,NA,NA,NA,NA,NA,0.4375,0.25,-142.531169011837,NA,0.530330085889911,2.06043706632235,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JOEBANYARD","Joe Banyard","RB","MIN",640,NA,192,0.2375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475,1.125,NA,NA,NA,NA,NA,0.4,0.2375,-120.273022257984,NA,0.459619407771256,2.0475071056035,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"KEILANDWILLIAMS","Keiland Williams","RB",NA,641,NA,193,0.2175,0.465,NA,NA,-0.03,NA,NA,NA,-0.03,-0.03,-0.03,-0.03,-0.03,NA,NA,-0.03,NA,NA,0.2175,0.2175,-120.293022257984,NA,0.17500892834367,1.9954640137101,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"ALFONSOSMITH","Alfonso Smith","RB","SF",642,NA,194,0.1625,18.3,NA,NA,-3.9,NA,NA,NA,-3.9,-3.9,-3.9,4.225,-3.9,NA,NA,-3.9,NA,NA,3.68125,0.1625,-120.348022257984,NA,7.96335286417007,3.4196192309206,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"TYRODTAYLOR","Tyrod Taylor","QB","BAL",643,NA,75,0.135017735886858,1.13,NA,NA,NA,NA,5.68,9.06,4.18,3.36,5.2,8.2,NA,NA,NA,NA,NA,NA,4.60125,0.135017735886858,-245.557892639199,NA,2.74155934078539,2.46477638489326,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JOSHVAUGHAN","Josh Vaughan","RB","ATL",644,NA,195,0.05,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.05,-120.460522257984,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"AARONMELLETTE","Aaron Mellette","WR","BAL",645,NA,243,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"AARONMURRAY","Aaron Murray","QB","KC",645,NA,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"AJMCCARRON","A.J. McCarron","QB","CIN",645,NA,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.78,NA,NA,NA,3.556,0,-245.692910375086,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ALEXGREEN","Alex Green","RB","NYJ",645,NA,196,0,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225,0,-120.510522257984,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"ALEXTANNEY","Alex Tanney","QB","TB",645,NA,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ANTHONYALLEN","Anthony Allen","RB","BUF",645,NA,196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ANTONIOANDREWS","Antonio Andrews","RB","TEN",645,NA,196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"ARMONDSMITH","Armond Smith","RB",NA,645,NA,196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"ASAWATSON","Asa Watson","TE","NE",645,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.93991311306,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BENMALENA","Ben Malena","RB","DAL",645,NA,196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BENOBOMANU","Ben Obomanu","WR",NA,645,NA,243,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BERNARDSCOTT","Bernard Scott","RB",NA,645,NA,196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BJCOLEMAN","B.J. Coleman","QB","GB",645,NA,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BJDANIELS","B.J. Daniels","QB","SEA",645,NA,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRADIEEWING","Bradie Ewing","RB","JAX",645,NA,196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.125,NA,NA,NA,NA,NA,NA,1.375,0,-120.510522257984,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BRADSORENSEN","Brad Sorensen","QB","SD",645,NA,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRADYQUINN","Brady Quinn","QB","MIA",645,NA,76,0,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0266666666666667,0,-245.692910375086,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRANDONJACKSON","Brandon Jackson","RB",NA,645,NA,196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRANDONJACOBS","Brandon Jacobs","RB","NYG",645,NA,196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BRENNANCLAY","Brennan Clay","RB","DEN",645,NA,196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BRETTBRACKETT","Brett Brackett","TE","ARI",645,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.93991311306,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRIANLEONHARDT","Brian Leonhardt","TE","OAK",645,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.93991311306,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BRIANROBISKIE","Brian Robiskie","WR","TEN",645,NA,243,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BRYANWALTERS","Bryan Walters","WR","SEA",645,NA,243,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"CALEBHANIE","Caleb Hanie","QB","DAL",645,NA,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"CAMERONMORRAH","Cameron Morrah","TE","DEN",645,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.93991311306,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"CHADBUMPHIS","Chad Bumphis","WR","JAX",645,NA,243,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"CHADHALL","Chad Hall","WR","JAX",645,NA,243,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"CHANDLERHARNISH","Chandler Harnish","QB",NA,645,NA,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"CHRISCOOLEY","Chris Cooley","TE","WAS",645,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.93991311306,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"CHRISPRESSLEY","Chris Pressley","RB","CLE",645,NA,196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"CIERREWOOD","Cierre Wood","RB","BAL",645,NA,196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,2.5,NA,NA,NA,NA,NA,0.72,0,-120.510522257984,NA,0.989949493661166,2.14448181099491,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"CLARKHARRIS","Clark Harris","TE","CIN",645,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.93991311306,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"COBIHAMILTON","Cobi Hamilton","WR","CIN",645,NA,243,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.875,NA,NA,NA,NA,NA,0.625,0,-142.781169011837,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"COLTLYERLA","Colt Lyerla","TE","GB",645,NA,133,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-117.93991311306,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"COLTMCCOY","Colt McCoy","QB","WAS",645,NA,76,0,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,0,-245.692910375086,NA,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"COURTNEYROBY","Courtney Roby","WR","ATL",645,NA,243,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
