"name","name_fbg1","pos","team_fbg1","overallRank_fbg1","passAtt_fbg1","passComp_fbg1","passYds_fbg1","passTds_fbg1","passInt_fbg1","rushAtt_fbg1","rushYds_fbg1","rushTds_fbg1","rec_fbg1","recYds_fbg1","recTds_fbg1","twoPts_fbg1","fumbles_fbg1","pts_fbg1"
"GARYBARNIDGE","Gary Barnidge","TE","CLE",372,NA,NA,NA,NA,NA,NA,NA,NA,10,99,0,NA,NA,9.9
"AUSTINPETTIS","Austin Pettis","WR","STL",373,NA,NA,NA,NA,NA,0,0,0,8,98,0,NA,NA,9.8
"DEVINSTREET","Devin Street","WR","DAL",374,NA,NA,NA,NA,NA,0,0,0,8,96,0,NA,NA,9.6
"RICARDOLOCKETTE","Ricardo Lockette","WR","SEA",374,NA,NA,NA,NA,NA,0,0,0,8,96,0,NA,NA,9.6
"BRITTANGOLDEN","Brittan Golden","WR","ARI",376,NA,NA,NA,NA,NA,0,0,0,7,95,0,NA,NA,9.5
"DAMIANWILLIAMS","Damian Williams","WR","TEN",377,NA,NA,NA,NA,NA,0,0,0,8,94,0,NA,NA,9.4
"DOMENIKHIXON","Domenik Hixon","WR","",377,NA,NA,NA,NA,NA,0,0,0,8,94,0,NA,NA,9.4
"DUJUANHARRIS","DuJuan Harris","RB","GB",379,NA,NA,NA,NA,NA,15,62,0,4,30,0,NA,NA,9.2
"JALENSAUNDERS","Jalen Saunders","WR","NYJ",380,NA,NA,NA,NA,NA,0,0,0,7,90,0,NA,NA,9
"CROCKETTGILLMORE","Crockett Gillmore","TE","BAL",380,NA,NA,NA,NA,NA,NA,NA,NA,9,90,0,NA,NA,9
"JARONBROWN","Jaron Brown","WR","ARI",382,NA,NA,NA,NA,NA,0,0,0,7,88,0,NA,NA,8.8
"CHRISHARPER","Chris Harper","WR","GB",383,NA,NA,NA,NA,NA,0,0,0,7,85,0,NA,NA,8.5
"JURONCRINER","Juron Criner","WR","OAK",384,NA,NA,NA,NA,NA,0,0,0,7,84,0,NA,NA,8.4
"TARVARISJACKSON","Tarvaris Jackson","QB","SEA",385,20,12,151,0,0,2,6,0,NA,NA,NA,NA,NA,8.15
"TANDONDOSS","Tandon Doss","WR","JAX",386,NA,NA,NA,NA,NA,0,0,0,6,80,0,NA,NA,8
"JAMESHANNA","James Hanna","TE","DAL",387,NA,NA,NA,NA,NA,NA,NA,NA,8,79,0,NA,NA,7.9
"BROCKOSWEILER","Brock Osweiler","QB","DEN",388,20,12,144,0,0,3,4,0,NA,NA,NA,NA,NA,7.6
"STANLEYHAVILI","Stanley Havili","RB","IND",388,NA,NA,NA,NA,NA,4,12,0,9,64,0,NA,NA,7.6
"DENNISJOHNSON","Dennis Johnson","RB","HOU",390,NA,NA,NA,NA,NA,15,60,0,2,14,0,NA,NA,7.4
"DEREKMOYE","Derek Moye","WR","PIT",390,NA,NA,NA,NA,NA,0,0,0,6,74,0,NA,NA,7.4
"RYANNASSIB","Ryan Nassib","QB","NYG",392,20,11,133,0,0,2,7,0,NA,NA,NA,NA,NA,7.35
"RYANWILLIAMS","Ryan Williams","RB","DAL",393,NA,NA,NA,NA,NA,15,59,0,2,14,0,NA,NA,7.3
"JEFFMAEHL","Jeff Maehl","WR","PHI",393,NA,NA,NA,NA,NA,0,0,0,6,73,0,NA,NA,7.3
"DEREKANDERSON","Derek Anderson","QB","CAR",395,21,12,143,0,0,1,1,0,NA,NA,NA,NA,NA,7.25
"MICHAELPRESTON","Michael Preston","WR","TEN",396,NA,NA,NA,NA,NA,0,0,0,6,72,0,NA,NA,7.2
"RYANGRANT","Ryan Grant","WR","WAS",396,NA,NA,NA,NA,NA,0,0,0,6,72,0,NA,NA,7.2
"JORDANNORWOOD","Jordan Norwood","WR","DEN",398,NA,NA,NA,NA,NA,0,0,0,6,71,0,NA,NA,7.1
"CORYHARKEY","Cory Harkey","TE","STL",399,NA,NA,NA,NA,NA,NA,NA,NA,7,70,0,NA,NA,7
"CRAIGSTEVENS","Craig Stevens","TE","TEN",400,NA,NA,NA,NA,NA,NA,NA,NA,7,68,0,NA,NA,6.8
"SHAUNHILL","Shaun Hill","QB","STL",401,20,11,128,0,0,2,2,0,NA,NA,NA,NA,NA,6.6
"MATTSPAETH","Matt Spaeth","TE","PIT",401,NA,NA,NA,NA,NA,NA,NA,NA,6,66,0,NA,NA,6.6
"LEESMITH","Lee Smith","TE","BUF",403,NA,NA,NA,NA,NA,NA,NA,NA,6,65,0,NA,NA,6.5
"KENJONBARNER","Kenjon Barner","RB","CAR",404,NA,NA,NA,NA,NA,14,52,0,2,12,0,NA,NA,6.4
"TOMMYBOHANON","Tommy Bohanon","RB","NYJ",405,NA,NA,NA,NA,NA,9,33,0,4,27,0,NA,NA,6
"CHRISOGBONNAYA","Chris Ogbonnaya","RB","CLE",405,NA,NA,NA,NA,NA,6,25,0,5,35,0,NA,NA,6
"DANESANZENBACHER","Dane Sanzenbacher","WR","CIN",405,NA,NA,NA,NA,NA,0,0,0,5,60,0,NA,NA,6
"JAMARNEWSOME","Jamar Newsome","WR","KC",405,NA,NA,NA,NA,NA,0,0,0,5,60,0,NA,NA,6
"LOGANPAULSEN","Logan Paulsen","TE","WAS",405,NA,NA,NA,NA,NA,NA,NA,NA,6,60,0,NA,NA,6
"JOHNKUHN","John Kuhn","RB","GB",410,NA,NA,NA,NA,NA,4,15,0,7,44,0,NA,NA,5.9
"MARQUEISGRAY","MarQueis Gray","TE","CLE",410,NA,NA,NA,NA,NA,NA,NA,NA,6,59,0,NA,NA,5.9
"CEDRICPEERMAN","Cedric Peerman","RB","CIN",412,NA,NA,NA,NA,NA,15,51,0,1,7,0,NA,NA,5.8
"MICHAELHOOMANAWANUI","Michael Hoomanawanui","TE","NE",412,NA,NA,NA,NA,NA,NA,NA,NA,5,58,0,NA,NA,5.8
"LUKEMCCOWN","Luke McCown","QB","NO",414,15,9,108,0,0,2,2,0,NA,NA,NA,NA,NA,5.6
"SEYIAJIROTUTU","Seyi Ajirotutu","WR","SD",415,NA,NA,NA,NA,NA,0,0,0,4,55,0,NA,NA,5.5
"SEANMCGRATH","Sean McGrath","TE","KC",416,NA,NA,NA,NA,NA,NA,NA,NA,5,54,0,NA,NA,5.4
"TAYLORTHOMPSON","Taylor Thompson","TE","TEN",416,NA,NA,NA,NA,NA,NA,NA,NA,6,54,0,NA,NA,5.4
"MARCUSLATTIMORE","Marcus Lattimore","RB","SF",418,NA,NA,NA,NA,NA,10,40,0,2,13,0,NA,NA,5.3
"DERRICKCOLEMAN","Derrick Coleman","RB","SEA",419,NA,NA,NA,NA,NA,4,14,0,5,38,0,NA,NA,5.2
"JOSHBOYCE","Josh Boyce","WR","NE",419,NA,NA,NA,NA,NA,0,0,0,4,52,0,NA,NA,5.2
"RHETTELLISON","Rhett Ellison","TE","MIN",419,NA,NA,NA,NA,NA,NA,NA,NA,5,52,0,NA,NA,5.2
"BOBBYRAINEY","Bobby Rainey","RB","TB",422,NA,NA,NA,NA,NA,10,38,0,2,13,0,NA,NA,5.1
"SHAQEVANS","Shaq Evans","WR","NYJ",422,NA,NA,NA,NA,NA,0,0,0,4,51,0,NA,NA,5.1
"ARTHURLYNCH","Arthur Lynch","TE","MIA",424,NA,NA,NA,NA,NA,NA,NA,NA,5,50,0,NA,NA,5
"BRANDONTATE","Brandon Tate","WR","CIN",425,NA,NA,NA,NA,NA,0,0,0,4,48,0,NA,NA,4.8
"FRANKSUMMERS","Frank Summers","RB","BUF",426,NA,NA,NA,NA,NA,3,11,0,5,35,0,NA,NA,4.6
"RYANMALLETT","Ryan Mallett","QB","NE",427,12,7,83,0,0,2,4,0,NA,NA,NA,NA,NA,4.55
"CHASEDANIEL","Chase Daniel","QB","KC",428,12,7,76,0,0,2,6,0,NA,NA,NA,NA,NA,4.4
"WILLTAUFOOU","Will Taufoou","RB","JAX",428,NA,NA,NA,NA,NA,2,7,0,5,37,0,NA,NA,4.4
"GARRETTCELEK","Garrett Celek","TE","SF",428,NA,NA,NA,NA,NA,NA,NA,NA,4,44,0,NA,NA,4.4
"DREWSTANTON","Drew Stanton","QB","ARI",431,12,7,83,0,0,2,2,0,NA,NA,NA,NA,NA,4.35
"MATTMOORE","Matt Moore","QB","MIA",432,12,7,78,0,0,2,4,0,NA,NA,NA,NA,NA,4.3
"DARRELYOUNG","Darrel Young","RB","WAS",432,NA,NA,NA,NA,NA,5,20,0,3,23,0,NA,NA,4.3
"JOHNCONNER","John Conner","RB","NYG",434,NA,NA,NA,NA,NA,6,22,0,3,20,0,NA,NA,4.2
"TYRODTAYLOR","Tyrod Taylor","QB","BAL",435,10,6,64,0,0,2,8,0,NA,NA,NA,NA,NA,4
"PATRICKDIMARCO","Patrick DiMarco","RB","ATL",435,NA,NA,NA,NA,NA,0,0,0,6,40,0,NA,NA,4
"NICKKASA","Nick Kasa","TE","OAK",435,NA,NA,NA,NA,NA,NA,NA,NA,4,40,0,NA,NA,4
"JEREMYROSS","Jeremy Ross","WR","DET",438,NA,NA,NA,NA,NA,1,4,0,3,35,0,NA,NA,3.9
"JOHNPHILLIPS","John Phillips","TE","SD",438,NA,NA,NA,NA,NA,NA,NA,NA,5,39,0,NA,NA,3.9
"JORDANPALMER","Jordan Palmer","QB","CHI",440,10,6,70,0,0,1,1,0,NA,NA,NA,NA,NA,3.6
"ISAIAHPEAD","Isaiah Pead","RB","STL",440,NA,NA,NA,NA,NA,9,36,0,0,0,0,NA,NA,3.6
